dialogue,label,character_name,character_group
"Over my shoulder! Anyway, what happened next was nothing! Your Aegis kept on bobbing like a dummy. So then I went and said that mumbo jumbo to every other weapon, but nope! Doesn't work at all. So much for your fancy sorcery, huh?",CHARACTER,Skelly,male
As likely an explanation as any I guess.,CHARACTER,Zagreus,male
"So, what exactly happened with the formerly pink window over there? Now it's got these sinister orange flames and an enormous Pact of Punishment hanging ominously over the exit. Father stop by?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Pal, I don't know a thing about it, honest! I was just minding my own business, when all the sudden, wham! I get hit right in the back. I fall to pieces, no idea what's going on! When I finally come to, the window job was done...!",CHARACTER,Skelly,male
All right... maybe.,CHARACTER,Zagreus,male
"Listen, boyo: I don't know exactly how to put this, so I'm just going to come right out. I need your help with something, and, I'll be honest, I don't think you're going to like it.",CHARACTER,Skelly,male
"If it doesn't involve hacking away at you with reckless abandon, Skelly, I don't want to hear it. But... oh. You're being serious.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I am. And funny you should put it like that. Boyo, I am asking you to get me out of here. Permanently, if you catch my drift. This standing around stuff... just kind of wears on you, after a while, you know?",CHARACTER,Skelly,male
...I know. I can only imagine. Tell me what I can do.,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"That blade of yours back there. It's got a special power. You got to spruce it all the way up. Your Aspect, not somebody's else's. Then let me have it with that thing... and I'm out of here.",CHARACTER,Skelly,male
"Then you'd be dead, forever? You're asking me to kill you.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"I know it's a lot to dump on you, but I got my reasons. I don't exactly have a lot of options, here, so... give it some thought. Till then, we'll act like nothing's changed, all right?",CHARACTER,Skelly,male
All right... maybe.,CHARACTER,Zagreus,male
"Listen, boyo: I don't know exactly how to put this, so I'm just going to come right out. I need your help with something, and, I'll be honest, I don't think you're going to like it.",CHARACTER,Skelly,male
"If it doesn't involve hacking away at you with reckless abandon, Skelly, I don't want to hear it. But... oh. You're being serious.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I am. And funny you should put it like that. Boyo, I am asking you to get me out of here. Permanently, if you catch my drift. This standing around stuff... just kind of wears on you, after a while, you know?",CHARACTER,Skelly,male
...I know. I can only imagine. Tell me what I can do.,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"That blade of yours back there. It's got a special power. Your Aspect, now that it's maxed out. You got to let me have it with that thing... and then I'm out of here.",CHARACTER,Skelly,male
Then you'd be dead... forever? You're asking me to kill you.,CHARACTER,Zagreus,male
"I know it's a lot to dump on you, but I got my reasons. I don't exactly have a lot of options, here, so... give it some thought. Till then, we'll act like nothing's changed, all right?",CHARACTER,Skelly,male
Sure looks that way.,CHARACTER,Zagreus,male
Huzzah!,CHARACTER,Skelly,male
"So, uh, pal? My sources tell me that you made it pretty far. Which means... my usefulness is coming to an end.",CHARACTER,Skelly,male
"Your usefulness, what, you just mean the standing around, letting me lay into you with whatever vicious attack sequence I fancy at the time?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
Yeah! Once you achieve your goal... my contract's up. You won't need me anymore.,CHARACTER,Skelly,male
"But only if I leave for good, isn't that right? So if I stuck around... you'd stay here, too?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Probably, but... wait, you're really going to stay?",CHARACTER,Skelly,male
It better be.,CHARACTER,Zagreus,male
"So Mama's back in town from what I hear, boyo! It's awful nice knowing I trained you well.",CHARACTER,Skelly,male
"Erm, you must mean the Queen, and evidently you're aware of our relationship. You keep that quiet, understand, Skelly?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Ahh, and thus the pupil trains the master, for a change! I hear you, pal. Your secret's safe with me.",CHARACTER,Skelly,male
Same here.,CHARACTER,Zagreus,male
"You must have had yourself a real bash, with all those fancy gods and stuff! Could hear all the festivity from all the way out here. How was it, pal?",CHARACTER,Skelly,male
"It... went better than expected, all in all. I hope you didn't feel left out! It was a pretty limited guest list. Kind of a diplomatic mission, I would say. Not quite as good a time as it might have sounded from the outside.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Ohh, don't you even worry about me, there, pal! I much prefer the solitary life, and besides! When things are good for you, they're good for me. Glad everything worked out.",CHARACTER,Skelly,male
"Less yakking, more smacking, boyo, now come on!",CHARACTER,Skelly,male
"Less chatter, more batter, boyo, hit me already!",CHARACTER,Skelly,male
"Less talking, more socking, here, pal!",CHARACTER,Skelly,male
"Come on, boyo, less gabbing, more stabbing over here!",CHARACTER,Skelly,male
"Less prattle, more battle, boyo, give me all you got!",CHARACTER,Skelly,male
"Can't break these bones, pal, what you just try it!",CHARACTER,Skelly,male
"You want another a piece of this, or what?",CHARACTER,Skelly,male
"Enough with the small talk, boyo, hit me, go on!",CHARACTER,Skelly,male
"Trying to bore me to death with all this chit-chat, pal?",CHARACTER,Skelly,male
"This look like a shoulder to cry on to you, boyo?",CHARACTER,Skelly,male
"Let me have it already, boyo, no holding back!",CHARACTER,Skelly,male
"Let's see what you can do in terms of hitting me, pal!",CHARACTER,Skelly,male
"You could be hitting me right now, boyo!",CHARACTER,Skelly,male
Sure could go for somebody just whaling away on me right now.,CHARACTER,Skelly,male
"What's the matter, you gone soft or something, pal?",CHARACTER,Skelly,male
"You going to hit me over here, or what?",CHARACTER,Skelly,male
"Go on, boyo, give me your best shot, it's my job!",CHARACTER,Skelly,male
Sure could use a good smack in the jaw from you right about now!,CHARACTER,Skelly,male
"You want to fight me, boyo, well hop to it, stat!",CHARACTER,Skelly,male
"What do I look like, pal, some kind of conversationalist?",CHARACTER,Skelly,male
"Our relationship, boyo, requires no exchange of words!",CHARACTER,Skelly,male
"For you, mate! Thought you might get a kick out of this.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"For me, pal? Awful nice of you, just awful nice, but guess what, I got this for you! Tit for tat, you understand, a deal's a deal!",CHARACTER,Skelly,male
"Whoa-hoh, you being serious here, pal? You brought that all this way, for little old me?! That's real nice of you!",CHARACTER,Skelly,male
"You're not so bad yourself, mate. Thanks for always being here for me to savagely attack without a second thought.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Whoaaaa, now get a load of what you got there, boyo! Wait, really, that's for me? Or you just pulling my leg?",CHARACTER,Skelly,male
"I'm really giving this to you, mate. Now go enjoy it, will you? Once I've finished pummeling you some more just for the sake of it.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Heeey now that's what I'm talking about, thanks, boyo! Won't forget you doing me a solid like this, cross my heart!!",CHARACTER,Skelly,male
"No need to thank me, mate. But don't you dare forget it or I'll attack you repeatedly and without mercy.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh look here, pal, I can't just keep accepting these from you! Not when they're paying me already, I got standards to uphold, you know?",CHARACTER,Skelly,male
"I will look the other way if you do, mate. Now, here! Or else!",CHARACTER,Zagreus,male
ZagreusTalkDenial_Full,CHARACTER,_preLineAnim,unknown
"Haaah, you're kidding, what? Sometimes, boyo, you make me feel alive again, you know that? Being honest with you here, I'm grateful, really.",CHARACTER,Skelly,male
"If not for you, my friend, I'd have no one to viciously attack with no fear of reprisal whatsoever.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Skelly, while I know your services have already been paid in full, your sources ought to know you've been doing an excellent job. So much so, I wanted to give you this.",CHARACTER,Zagreus,male
"Whaaa, is that a vintage bottle of Ambrosia, pal?! I never even thought I'd get to try a thing like that, I mean, what am I, here? Know what, I want you to have this. To symbolize our friendship, and in case you ever need a hand out there.",CHARACTER,Skelly,male
Hah!! Nope!,CHARACTER,Skelly,male
Drat.,CHARACTER,Zagreus,male
"Hope you enjoyed that vintage bottle of Ambrosia last time, Skelly, because I got you another. Here!",CHARACTER,Zagreus,male
"Aww, no way, boyo, you kidding me right now? Why are you even, I... look, I, I just stand around and let you beat me up, you don't have to do this. You don't even know who I am. Who I was.",CHARACTER,Skelly,male
"You're my friend, mate. That's all that matters. Although... I don't suppose you're willing to divulge those types of details? Just out of curiosity.",CHARACTER,Zagreus,male
"Well great, I guess!",CHARACTER,Zagreus,male
"You know, Skelly, I still cannot entirely get over that whole permanently-kill-you stunt you pulled on me. You had me deeply worried for a while, all for just a laugh?",CHARACTER,Zagreus,male
"Yeah, that's right! Not exactly much to do here, case you hadn't noticed recently! Good thing I'm able to stay occupied with intellectual pursuits.",CHARACTER,Skelly,male
"That's what you call it, then? In any case, I did want to make sure: You sure that you're all right, having to stand around like this?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"You kidding, pal? This is the life! Imagine getting paid to stand around! And being pals with you!",CHARACTER,Skelly,male
"Hahaha, got you pretty good, again, didn't I, boyo?! I am asking you to get me out of here. Hahahaha! All that stuff about your blade, and your Aspect, I mean, you ate all of it right up! Woo, hoo-hoo!",CHARACTER,Skelly,male
"It appears I've been the victim of an elaborate prank. Not sure that I appreciate it, Skelly. What if I were to never hit you again, how would you like that?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Whoa, whoa whoa whoa whoa, whoa! Now come on, boyo, it was just a joke, I figured things could lighten up a little here. Don't need to do anything rash!",CHARACTER,Skelly,male
"Skelly, mate... this what I think it is?",CHARACTER,DROPPED_Zagreus,droppedMale
"Skelly, mate! You really shouldn't have. Do you have any idea how hard-to-find this is?!",CHARACTER,Zagreus,male
"Cheers, mate.",CHARACTER,Zagreus,male
Heeey nice!,CHARACTER,Skelly,male
"What'd you get, what'd you get?",CHARACTER,Skelly,male
Get anything good?,CHARACTER,Skelly,male
What is that thing?,CHARACTER,Skelly,male
"Hooh, you got one!",CHARACTER,Skelly,male
Yeah all right.,CHARACTER,Skelly,male
Yeah sure.,CHARACTER,Skelly,male
How's it going?,CHARACTER,Skelly,male
Look at this guy over here.,CHARACTER,Skelly,male
We have a winner!,CHARACTER,Skelly,male
Take another shot?,CHARACTER,Skelly,male
"Time for a break there, pal?",CHARACTER,Skelly,male
"So you want to give it a rest, or what?",CHARACTER,Skelly,male
"All right, pal, you can stop!",CHARACTER,Skelly,male
"Anytime you want to stop, there, boyo.",CHARACTER,Skelly,male
Ah you shot me!,CHARACTER,Skelly,male
I'll hang onto that!,CHARACTER,Skelly,male
Caught it!,CHARACTER,Skelly,male
Stuck me good!,CHARACTER,Skelly,male
I'm hit!,CHARACTER,Skelly,male
Dropped something!,CHARACTER,Skelly,male
"That's it, keep going!!",CHARACTER,Skelly,male
Well this is awkward!,CHARACTER,Skelly,male
How am I supposed to get back?,CHARACTER,Skelly,male
Don't think I'm supposed to be here.,CHARACTER,Skelly,male
"Uh kind of stuck here, pal.",CHARACTER,Skelly,male
Never felt a cut like that before!,CHARACTER,Skelly,male
Love what you've done to your sword!,CHARACTER,Skelly,male
That bow's got a different sting to it!,CHARACTER,Skelly,male
New arrows or something there pal?,CHARACTER,Skelly,male
Your shield's looking pretty handsome pal!,CHARACTER,Skelly,male
I get the feeling I am being watched...?,CHARACTER,Skelly,male
Never been stabbed quite like that!,CHARACTER,Skelly,male
"Felt all three points on that spear, pal!",CHARACTER,Skelly,male
Hey that shot felt different somehow!,CHARACTER,Skelly,male
You been messing with that shooty thing pal?,CHARACTER,Skelly,male
More of a slicing feel there rather than a stabbing!,CHARACTER,Skelly,male
Yeoow that's got a nice little kick of heat to it!,CHARACTER,Skelly,male
Hooh now that's what I call getting shot by arrows!,CHARACTER,Skelly,male
"Ah, yeah, that's the stuff!",CHARACTER,Skelly,male
"Ooh, nice burning sensation from that!",CHARACTER,Skelly,male
"Oof, I felt that deep down in my jaw!",CHARACTER,Skelly,male
"Eh, not bad!",CHARACTER,Skelly,male
Felt that one!,CHARACTER,Skelly,male
Eh nice!,CHARACTER,Skelly,male
Yeah that's it!,CHARACTER,Skelly,male
That's the stuff!,CHARACTER,Skelly,male
Yeah boyo!,CHARACTER,Skelly,male
Yeah!,CHARACTER,Skelly,male
Oh yeah!,CHARACTER,Skelly,male
Pretty nice!,CHARACTER,Skelly,male
Whoa yeah!,CHARACTER,Skelly,male
Oww nice!,CHARACTER,Skelly,male
Good one!,CHARACTER,Skelly,male
Almost felt that!,CHARACTER,Skelly,male
Heh!,CHARACTER,Skelly,male
Whoa-hoh!,CHARACTER,Skelly,male
Yeeoww!,CHARACTER,Skelly,male
That's the spirit!,CHARACTER,Skelly,male
Yeah keep going!,CHARACTER,Skelly,male
Ho-hohhh!,CHARACTER,Skelly,male
Whoo!,CHARACTER,Skelly,male
That kind of hurt!,CHARACTER,Skelly,male
"Hoh, yeah!",CHARACTER,Skelly,male
Nice one!,CHARACTER,Skelly,male
Real nice!,CHARACTER,Skelly,male
Take another shot?,CHARACTER,Skelly,male
Hah!,CHARACTER,Skelly,male
Yeah that's it!,CHARACTER,Skelly,male
"What if I beg for mercy, huh?",CHARACTER,DROPPED_Skelly,droppedMale
"Ah, no, keep hitting me!",CHARACTER,Skelly,male
The pain is indescribable!,CHARACTER,Skelly,male
Didn't hurt.,CHARACTER,Skelly,male
Didn't hurt!!,CHARACTER,Skelly,male
Felt nothing there sorry!,CHARACTER,Skelly,male
Weak!!,CHARACTER,Skelly,male
Nah that was nothing.,CHARACTER,Skelly,male
Pssh I coud hit harder than that!,CHARACTER,Skelly,male
You call that a hit?,CHARACTER,Skelly,male
Oh please.,CHARACTER,Skelly,male
Nope couldn't feel a thing!,CHARACTER,Skelly,male
I'm... finally... free... boyo...,CHARACTER,Skelly,male
"Farewell, Skelly...",CHARACTER,Zagreus,male
Yep that'll do it...!,CHARACTER,Skelly,male
Yeaaaah!,CHARACTER,Skelly,male
Sweet release!,CHARACTER,Skelly,male
AAAAAAAHH!!,CHARACTER,Skelly,male
Ooh be right back...!,CHARACTER,Skelly,male
Oops got to go!,CHARACTER,Skelly,male
Ahhhhh...,CHARACTER,Skelly,male
Ah! I am slain...!,CHARACTER,Skelly,male
